Order	Family	Genus	Species	Latin_name	Reef_associated
8219	Aulopiformes	Synodontidae	Synodus	lacertinus	Synodus_lacertinus	1
8220	Batrachoidiformes	Batrachoididae	Porichthys	margaritatus	Porichthys_margaritatus	1
8226	Tetraodontiformes	Balistidae	Pseudobalistes	naufragium	Pseudobalistes_naufragium	1
8230	Perciformes	Apogonidae	Apogon	kiensis	Apogon_kiensis	1
8231	Perciformes	Apogonidae	Apogon	lineatus	Apogon_lineatus	1
8232	Perciformes	Apogonidae	Apogon	niger	Apogon_niger	1
8240	Perciformes	Callionymidae	Dactylopus	dactylopus	Dactylopus_dactylopus	1
8241	Scorpaeniformes	Scorpaenidae	Dendrochirus	bellus	Dendrochirus_bellus	1
8242	Perciformes	Pomacentridae	Dischistodus	pseudochrysopoecilus	Dischistodus_pseudochrysopoecilus	1
8243	Perciformes	Ephippidae	Ephippus	orbis	Ephippus_orbis	1
8245	Perciformes	Pomacentridae	Abudefduf	troschelii	Abudefduf_troschelii	1
8252	Anguilliformes	Muraenidae	Gymnothorax	thyrsoideus	Gymnothorax_thyrsoideus	1
8253	Perciformes	Haemulidae	Anisotremus	interruptus	Anisotremus_interruptus	1
8255	Perciformes	Haemulidae	Anisotremus	scapularis	Anisotremus_scapularis	1
8256	Perciformes	Apogonidae	Apogon	dovii	Apogon_dovii	1
8258	Perciformes	Gobiidae	Bathygobius	andrei	Bathygobius_andrei	1
8259	Perciformes	Gobiidae	Bathygobius	ramosus	Bathygobius_ramosus	1
8263	Tetraodontiformes	Tetraodontidae	Lagocephalus	lunaris	Lagocephalus_lunaris	1
8267	Perciformes	Gobiidae	Oxyurichthys	visayanus	Oxyurichthys_visayanus	1
8268	Perciformes	Pinguipedidae	Ryukyupercis	gushikeni	Parapercis_gushikeni	1
8269	Perciformes	Blenniidae	Hypsoblennius	brevipinnis	Hypsoblennius_brevipinnis	1
8270	Perciformes	Labridae	Bodianus	diplotaenia	Bodianus_diplotaenia	1
8271	Pleuronectiformes	Soleidae	Pardachirus	pavoninus	Pardachirus_pavoninus	0
8272	Perciformes	Labridae	Bodianus	eclancheri	Bodianus_eclancheri	1
8273	Perciformes	Gobiidae	Bollmannia	chlamydes	Bollmannia_chlamydes	1
8275	Ophidiiformes	Ophidiidae	Brotula	clarkae	Brotula_clarkae	1
8276	Perciformes	Malacanthidae	Caulolatilus	affinis	Caulolatilus_affinis	1
8277	Perciformes	Pomacentridae	Pomacentrus	tripunctatus	Pomacentrus_tripunctatus	1
6666	Perciformes	Chaetodontidae	Chaetodon	wiebeli	Chaetodon_wiebeli	1
8279	Perciformes	Pomacentridae	Chromis	atrilobata	Chromis_atrilobata	1
8287	Anguilliformes	Muraenidae	Echidna	nocturna	Echidna_nocturna	1
8288	Tetraodontiformes	Ostraciidae	Ostracion	rhinorhynchos	Ostracion_rhinorhynchos	1
8289	Syngnathiformes	Fistulariidae	Fistularia	corneta	Fistularia_corneta	1
8290	Pleuronectiformes	Samaridae	Samaris	cristatus	Samaris_cristatus	0
8293	Cypriniformes	Cyprinidae	Gobiosoma	paradoxum	Gobiosoma_paradoxum	0
8294	Perciformes	Pomacanthidae	Holacanthus	passer	Holacanthus_passer	1
8295	Perciformes	Labrisomidae	Labrisomus	multiporosus	Labrisomus_multiporosus	1
8296	Scorpaeniformes	Scorpaenidae	Parascorpaena	picta	Parascorpaena_picta	1
8297	Perciformes	Labrisomidae	Labrisomus	xanti	Labrisomus_xanti	1
8298	Anguilliformes	Ophichthidae	Myrichthys	tigrinus	Myrichthys_tigrinus	1
8299	Aulopiformes	Synodontidae	Synodus	macrops	Synodus_macrops	1
83	Perciformes	Lutjanidae	Aphareus	rutilans	Aphareus_rutilans	1
8300	Perciformes	Blenniidae	Ophioblennius	steindachneri	Ophioblennius_steindachneri	1
8304	Perciformes	Labridae	Xiphocheilus	typus	Xiphocheilus_typus	1
8315	Perciformes	Haemulidae	Plectorhinchus	pictus	Plectorhinchus_pictus	1
8316	Perciformes	Haemulidae	Plectorhinchus	polytaenia	Plectorhinchus_polytaenia	1
8317	Perciformes	Haemulidae	Haemulon	maculicauda	Haemulon_maculicauda	1
8324	Perciformes	Labrisomidae	Paraclinus	mexicanus	Paraclinus_mexicanus	1
8325	Perciformes	Serranidae	Paranthias	colonus	Paranthias_colonus	1
8326	Perciformes	Ephippidae	Parapsettus	panamensis	Parapsettus_panamensis	1
8327	Perciformes	Sciaenidae	Pareques	viola	Pareques_viola	1
8328	Perciformes	Pomacanthidae	Pomacanthus	zonipectus	Pomacanthus_zonipectus	1
8330	Perciformes	Labridae	Halichoeres	notospilus	Halichoeres_notospilus	1
8331	Perciformes	Serranidae	Rypticus	nigripinnis	Rypticus_nigripinnis	1
8332	Scorpaeniformes	Scorpaenidae	Scorpaena	histrio	Scorpaena_histrio	1
8333	Scorpaeniformes	Scorpaenidae	Scorpaena	mystes	Scorpaena_mystes	1
8334	Perciformes	Haemulidae	Xenichthys	xanti	Xenichthys_xanti	1
8335	Perciformes	Sphyraenidae	Sphyraena	idiastes	Sphyraena_idiastes	1
8392	Perciformes	Scaridae	Scarus	perrico	Scarus_perrico	1
8394	Perciformes	Scaridae	Chlorurus	oedema	Chlorurus_oedema	1
8395	Gobiesociformes	Gobiesocidae	Gobiesox	marmoratus	Gobiesox_marmoratus	1
84	Perciformes	Lutjanidae	Aprion	virescens	Aprion_virescens	1
8406	Perciformes	Labridae	Choerodon	oligacanthus	Choerodon_oligacanthus	1
8407	Perciformes	Pinguipedidae	Parapercis	filamentosa	Parapercis_filamentosa	1
8408	Perciformes	Gobiidae	Palutrus	scapulopunctatus	Palutrus_scapulopunctatus	1
8421	Gadiformes	Bregmacerotidae	Bregmaceros	mcclellandi	Bregmaceros_mcclellandi	0
8430	Perciformes	Lutjanidae	Pinjalo	lewisi	Pinjalo_lewisi	1
8431	Perciformes	Serranidae	Liopropoma	collettei	Liopropoma_collettei	1
8432	Perciformes	Serranidae	Liopropoma	mitratum	Liopropoma_mitratum	1
8444	Perciformes	Labridae	Xyrichtys	niger	Xyrichtys_niger	1
8454	Perciformes	Gobiidae	Priolepis	fallacincta	Priolepis_fallacincta	1
8498	Perciformes	Sillaginidae	Sillago	bassensis	Sillago_bassensis	1
85	Perciformes	Lutjanidae	Apsilus	dentatus	Apsilus_dentatus	1
850	Perciformes	Sparidae	Oblada	melanura	Oblada_melanura	1
8501	Perciformes	Tripterygiidae	Helcogramma	billi	Helcogramma_billi	1
8502	Perciformes	Tripterygiidae	Helcogramma	capidatum	Helcogramma_capidatum	1
8503	Perciformes	Tripterygiidae	Helcogramma	chica	Helcogramma_chica	1
8506	Perciformes	Tripterygiidae	Helcogramma	decurrens	Helcogramma_decurrens	1
8507	Perciformes	Tripterygiidae	Helcogramma	ellioti	Helcogramma_ellioti	1
8508	Perciformes	Tripterygiidae	Helcogramma	fuscopinna	Helcogramma_fuscopinna	1
8510	Perciformes	Tripterygiidae	Helcogramma	rhinoceros	Helcogramma_rhinoceros	1
8511	Perciformes	Tripterygiidae	Helcogramma	springeri	Helcogramma_springeri	1
8514	Perciformes	Tripterygiidae	Helcogramma	striatum	Helcogramma_striatum	1
8568	Pleuronectiformes	Samaridae	Samariscus	triocellatus	Samariscus_triocellatus	0
8587	Perciformes	Apogonidae	Apogon	doederleini	Apogon_doederleini	1
8588	Perciformes	Apogonidae	Apogon	hoevenii	Apogon_hoevenii	1
8589	Perciformes	Apogonidae	Apogon	moluccensis	Apogon_moluccensis	1
8590	Perciformes	Apogonidae	Apogon	notatus	Apogon_notatus	1
8591	Perciformes	Apogonidae	Cheilodipterus	zonatus	Cheilodipterus_zonatus	1
8592	Perciformes	Apogonidae	Fowleria	vaiulae	Fowleria_vaiulae	1
8593	Perciformes	Apogonidae	Neamia	octospina	Neamia_octospina	1
8594	Anguilliformes	Muraenidae	Rhinomuraena	quaesita	Rhinomuraena_quaesita	1
8595	Anguilliformes	Muraenidae	Strophidon	sathete	Strophidon_sathete	1
86	Perciformes	Lutjanidae	Apsilus	fuscus	Apsilus_fuscus	1
8710	Perciformes	Pomacanthidae	Genicanthus	melanospilos	Genicanthus_melanospilos	1
8711	Perciformes	Pomacanthidae	Genicanthus	watanabei	Genicanthus_watanabei	1
8726	Perciformes	Serranidae	Alphestes	afer	Alphestes_afer	1
8727	Perciformes	Serranidae	Alphestes	immaculatus	Alphestes_immaculatus	1
8728	Perciformes	Serranidae	Alphestes	multiguttatus	Alphestes_multiguttatus	1
8761	Perciformes	Serranidae	Cephalopholis	panamensis	Cephalopholis_panamensis	1
8772	Perciformes	Pomacanthidae	Apolemichthys	griffisi	Apolemichthys_griffisi	1
8773	Perciformes	Pomacanthidae	Centropyge	colini	Centropyge_colini	1
8816	Perciformes	Serranidae	Cephalopholis	fulva	Cephalopholis_fulva	1
8830	Pleuronectiformes	Bothidae	Bothus	guibei	Bothus_guibei	1
8832	Pleuronectiformes	Bothidae	Bothus	mellissi	Bothus_mellissi	1
889	Perciformes	Sparidae	Pagellus	acarne	Pagellus_acarne	1
89	Perciformes	Scombridae	Acanthocybium	solandri	Acanthocybium_solandri	0
890	Perciformes	Sparidae	Pagellus	bogaraveo	Pagellus_bogaraveo	1
8908	Pleuronectiformes	Soleidae	Aseraggodes	xenicus	Aseraggodes_xenicus	0
7794	Perciformes	Chaetodontidae	Chaetodon	xanthocephalus	Chaetodon_xanthocephalus	1
6508	Perciformes	Chaetodontidae	Chaetodon	xanthurus	Chaetodon_xanthurus	1
893	Perciformes	Sparidae	Pagellus	erythrinus	Pagellus_erythrinus	1
8933	Perciformes	Chaetodontidae	Chaetodon	zanzibarensis	Chaetodon_zanzibarensis	1
8950	Ophidiiformes	Ophidiidae	Brotulotaenia	brevicauda	Brotulotaenia_brevicauda	1
8999	Pleuronectiformes	Soleidae	Zebrias	zebra	Zebrias_zebra	0
9	Tetraodontiformes	Balistidae	Abalistes	stellaris	Abalistes_stellaris	1
9002	Ophidiiformes	Bythitidae	Grammonus	longhursti	Grammonus_longhursti	1
9022	Beloniformes	Belonidae	Platybelone	argalus_lovii	Platybelone_argalus_lovii	0
9023	Beloniformes	Belonidae	Strongylura	senegalensis	Strongylura_senegalensis	0
9025	Beloniformes	Belonidae	Tylosurus	acus_imperialis	Tylosurus_acus_imperialis	0
9026	Beloniformes	Belonidae	Tylosurus	acus_rafale	Tylosurus_acus_rafale	0
9029	Anguilliformes	Muraenidae	Anarchias	euryurus	Anarchias_euryurus	1
9031	Anguilliformes	Muraenidae	Echidna	peli	Echidna_peli	1
9032	Anguilliformes	Muraenidae	Gymnothorax	afer	Gymnothorax_afer	1
9034	Anguilliformes	Muraenidae	Gymnothorax	mareei	Gymnothorax_mareei	1
9035	Anguilliformes	Muraenidae	Gymnothorax	polygonius	Gymnothorax_polygonius	1
9037	Anguilliformes	Muraenidae	Monopenchelys	acuta	Monopenchelys_acuta	1
9038	Anguilliformes	Muraenidae	Muraena	melanotis	Muraena_melanotis	1
9059	Beryciformes	Holocentridae	Sargocentron	hastatum	Sargocentron_hastatum	1
9062	Anguilliformes	Congridae	Heteroconger	longissimus	Heteroconger_longissimus	1
9089	Anguilliformes	Ophichthidae	Myrichthys	pardalis	Myrichthys_pardalis	1
9095	Anguilliformes	Ophichthidae	Ophichthus	regius	Ophichthus_regius	1
9144	Zeiformes	Oreosomatidae	Allocyttus	verrucosus	Allocyttus_verrucosus	0
9160	Syngnathiformes	Aulostomidae	Aulostomus	strigosus	Aulostomus_strigosus	1
918	Perciformes	Caesionidae	Caesio	caerulaurea	Caesio_caerulaurea	1
9185	Perciformes	Serranidae	Dermatolepis	dermatolepis	Dermatolepis_dermatolepis	1
919	Perciformes	Caesionidae	Caesio	cuning	Caesio_cuning	1
9191	Perciformes	Gobiidae	Pomatoschistus	marmoratus	Pomatoschistus_marmoratus	1
9196	Gobiesociformes	Gobiesocidae	Apletodon	dentatus_dentatus	Apletodon_dentatus_dentatus	1
9197	Scorpaeniformes	Triglidae	Chelidonichthys	obscurus	Chelidonichthys_obscurus	1
92	Tetraodontiformes	Ostraciidae	Acanthostracion	quadricornis	Acanthostracion_quadricornis	1
920	Perciformes	Caesionidae	Caesio	lunaris	Caesio_lunaris	1
9200	Perciformes	Blenniidae	Lipophrys	pholis	Lipophrys_pholis	1
9202	Perciformes	Serranidae	Cephalopholis	nigri	Cephalopholis_nigri	1
9204	Ophidiiformes	Carapidae	Encheliophis	gracilis	Encheliophis_gracilis	1
7367	Perciformes	Serranidae	Epinephelus	timorensis	Epinephelus_timorensis	1
9206	Perciformes	Pomacentridae	Amphiprion	latezonatus	Amphiprion_latezonatus	1
9207	Perciformes	Pomacentridae	Amphiprion	leucokranos	Amphiprion_leucokranos	1
9208	Perciformes	Pomacentridae	Amphiprion	mccullochi	Amphiprion_mccullochi	1
9209	Perciformes	Pomacentridae	Amphiprion	percula	Amphiprion_percula	1
921	Perciformes	Caesionidae	Caesio	striata	Caesio_striata	1
9212	Perciformes	Pomacentridae	Amphiprion	rubrocinctus	Amphiprion_rubrocinctus	1
7368	Perciformes	Serranidae	Epinephelus	trimaculatus	Epinephelus_trimaculatus	1
9218	Perciformes	Pomacentridae	Chromis	hypsilepis	Chromis_hypsilepis	1
922	Perciformes	Caesionidae	Caesio	suevica	Caesio_suevica	1
9222	Perciformes	Pomacanthidae	Centropyge	acanthops	Centropyge_acanthops	1
9225	Perciformes	Pomacentridae	Chromis	nitida	Chromis_nitida	1
9226	Perciformes	Pomacentridae	Chromis	randalli	Chromis_randalli	1
9227	Perciformes	Pomacentridae	Chromis	struhsakeri	Chromis_struhsakeri	1
5525	Perciformes	Serranidae	Epinephelus	tukula	Epinephelus_tukula	1
923	Perciformes	Caesionidae	Caesio	teres	Caesio_teres	1
9230	Perciformes	Plesiopidae	Belonepterygion	fasciolatum	Belonepterygion_fasciolatum	1
9231	Perciformes	Acanthuridae	Prionurus	scalprum	Prionurus_scalprum	1
9238	Scorpaeniformes	Aploactinidae	Erisphex	pottii	Erisphex_pottii	1
9239	Perciformes	Apogonidae	Apogon	carinatus	Apogon_carinatus	1
924	Perciformes	Caesionidae	Caesio	varilineata	Caesio_varilineata	1
9240	Perciformes	Apogonidae	Apogon	cookii	Apogon_cookii	1
9241	Perciformes	Apogonidae	Apogon	semilineatus	Apogon_semilineatus	1
9254	Perciformes	Pomacentridae	Dascyllus	strasburgi	Dascyllus_strasburgi	1
9259	Lophiiformes	Antennariidae	Antennarius	maculatus	Antennarius_maculatus	1
927	Perciformes	Caesionidae	Caesio	xanthonota	Caesio_xanthonota	1
928	Perciformes	Caesionidae	Dipterygonotus	balteatus	Dipterygonotus_balteatus	1
929	Perciformes	Caesionidae	Gymnocaesio	gymnoptera	Gymnocaesio_gymnoptera	1
930	Perciformes	Caesionidae	Pterocaesio	capricornis	Pterocaesio_capricornis	1
932	Perciformes	Caesionidae	Pterocaesio	chrysozona	Pterocaesio_chrysozona	1
933	Perciformes	Caesionidae	Pterocaesio	digramma	Pterocaesio_digramma	1
934	Perciformes	Caesionidae	Pterocaesio	lativittata	Pterocaesio_lativittata	1
935	Perciformes	Caesionidae	Pterocaesio	marri	Pterocaesio_marri	1
936	Perciformes	Caesionidae	Pterocaesio	pisang	Pterocaesio_pisang	1
937	Perciformes	Caesionidae	Pterocaesio	randalli	Pterocaesio_randalli	1
938	Perciformes	Caesionidae	Pterocaesio	tessellata	Pterocaesio_tessellata	1
9386	Perciformes	Serranidae	Mycteroperca	acutirostris	Mycteroperca_acutirostris	1
939	Perciformes	Caesionidae	Pterocaesio	tile	Pterocaesio_tile	1
9391	Perciformes	Serranidae	Mycteroperca	fusca	Mycteroperca_fusca	1
9394	Perciformes	Serranidae	Mycteroperca	prionura	Mycteroperca_prionura	1
9398	Perciformes	Serranidae	Mycteroperca	rosacea	Mycteroperca_rosacea	1
942	Perciformes	Acanthuridae	Acanthurus	bahianus	Acanthurus_bahianus	1
943	Perciformes	Acanthuridae	Acanthurus	chirurgus	Acanthurus_chirurgus	1
944	Perciformes	Acanthuridae	Acanthurus	coeruleus	Acanthurus_coeruleus	1
950	Scorpaeniformes	Platycephalidae	Platycephalus	indicus	Platycephalus_indicus	1
6476	Perciformes	Serranidae	Epinephelus	undulosus	Epinephelus_undulosus	1
9626	Perciformes	Pomacentridae	Abudefduf	whitleyi	Abudefduf_whitleyi	1
964	Syngnathiformes	Aulostomidae	Aulostomus	maculatus	Aulostomus_maculatus	1
9648	Beloniformes	Hemiramphidae	Zenarchopterus	dispar	Zenarchopterus_dispar	0
966	Tetraodontiformes	Balistidae	Melichthys	niger	Melichthys_niger	1
967	Batrachoidiformes	Batrachoididae	Amphichthys	cryptocentrus	Amphichthys_cryptocentrus	1
97	Perciformes	Scombridae	Euthynnus	alletteratus	Euthynnus_alletteratus	0
970	Batrachoidiformes	Batrachoididae	Sanopus	barbatus	Sanopus_barbatus	1
971	Batrachoidiformes	Batrachoididae	Thalassophryne	maculosa	Thalassophryne_maculosa	1
972	Beloniformes	Belonidae	Ablennes	hians	Ablennes_hians	0
9721	Perciformes	Pomacentridae	Amblypomacentrus	breviceps	Amblypomacentrus_breviceps	1
973	Beloniformes	Belonidae	Platybelone	argalus_argalus	Platybelone_argalus	0
974	Beloniformes	Belonidae	Strongylura	marina	Strongylura_marina	0
976	Beloniformes	Belonidae	Tylosurus	acus_acus	Tylosurus_acus	0
977	Beloniformes	Belonidae	Tylosurus	crocodilus_crocodilus	Tylosurus_crocodilus	0
978	Pleuronectiformes	Bothidae	Bothus	lunatus	Bothus_lunatus	1
988	Perciformes	Carangidae	Alectis	ciliaris	Alectis_ciliaris	1
9889	Syngnathiformes	Syngnathidae	Enneacampus	ansorgii	Enneacampus_ansorgii	1
9892	Syngnathiformes	Syngnathidae	Microphis	brachyurus_aculeatus	Microphis_brachyurus_aculeatus	1
9902	Perciformes	Priacanthidae	Priacanthus	alalaua	Priacanthus_alalaua	1
9903	Perciformes	Priacanthidae	Priacanthus	blochii	Priacanthus_blochii	1
9905	Perciformes	Kuhliidae	Kuhlia	caudavittata	Kuhlia_caudavittata	1
9907	Perciformes	Gerreidae	Gerres	nigri	Gerres_nigri	0
9908	Perciformes	Haemulidae	Plectorhinchus	macrolepis	Plectorhinchus_macrolepis	1
9910	Perciformes	Priacanthidae	Priacanthus	nasca	Priacanthus_nasca	1
9911	Perciformes	Haemulidae	Pomadasys	perotaei	Pomadasys_perotaei	1
9912	Perciformes	Priacanthidae	Priacanthus	prolixus	Priacanthus_prolixus	1
9913	Perciformes	Priacanthidae	Priacanthus	sagittarius	Priacanthus_sagittarius	1
9914	Perciformes	Priacanthidae	Priacanthus	zaiserae	Priacanthus_zaiserae	1
9920	Perciformes	Blenniidae	Hypleurochilus	langi	Hypleurochilus_langi	1
9923	Perciformes	Gobiidae	Bathygobius	casamancus	Bathygobius_casamancus	1
9925	Perciformes	Gobiidae	Caffrogobius	caffer	Caffrogobius_caffer	1
9927	Perciformes	Gobiidae	Caffrogobius	gilchristi	Caffrogobius_gilchristi	1
9931	Perciformes	Gobiidae	Caffrogobius	nudiceps	Caffrogobius_nudiceps	1
994	Perciformes	Carangidae	Decapterus	punctatus	Decapterus_punctatus	1
9945	Perciformes	Gobiidae	Favonigobius	reichei	Favonigobius_reichei	1
9950	Perciformes	Gobiidae	Gnatholepis	cauerensis_cauerensis	Gnatholepis_cauerensis	1
9952	Perciformes	Gobiidae	Gobiodon	rivulatus	Gobiodon_rivulatus	1
9953	Perciformes	Gobiidae	Gobioides	africanus	Gobioides_africanus	1
9954	Perciformes	Gobiidae	Gobioides	sagitta	Gobioides_sagitta	1
9956	Perciformes	Gobiidae	Gobionellus	occidentalis	Gobionellus_occidentalis	1
9966	Perciformes	Kraemeriidae	Kraemeria	samoensis	Kraemeria_samoensis	0
9967	Perciformes	Gobiidae	Mauligobius	maderensis	Mauligobius_maderensis	1
9969	Perciformes	Gobiidae	Mauligobius	nigri	Mauligobius_nigri	1
9974	Perciformes	Gobiidae	Nematogobius	ansorgii	Nematogobius_ansorgii	1
9975	Perciformes	Gobiidae	Nematogobius	maindroni	Nematogobius_maindroni	1
998	Perciformes	Carangidae	Naucrates	ductor	Naucrates_ductor	1
9982	Perciformes	Pomacentridae	Dischistodus	fasciatus	Dischistodus_fasciatus	1
9994	Perciformes	Gobiidae	Sicyopterus	lagocephalus	Sicyopterus_lagocephalus	1
B-1159-G	Tetraodontiformes	Tetraodontidae	Canthigaster	axiloga	Canthigaster_axiloga	1
B-1228-G	Perciformes	Gobiidae	Ctenogobius	aterrimus	Ctenogobius_aterrimus	1
B-3261-G	Perciformes	Lethrinidae	Monotaxis	heterodon	Monotaxis_heterodon	1
B-3391-G	Perciformes	Apogonidae	Apogon	hypselonotus	Apogon_hypselonotus	1
B-3798-G	Pleuronectiformes	Cynoglossidae	Paraplagusia	unicolor	Paraplagusia_unicolor	0
B-5677-G	Tetraodontiformes	Monacanthidae	Thamnaconus	garretti	Thamnaconus_garretti	1
B-6193-G	Perciformes	Gobiidae	Oxyurichthys	oculomirus	Oxyurichthys_oculomirus	1
B-6764-G	Perciformes	Kyphosidae	Kyphosus	sandvicensis	Kyphosus_sandvicensis	1
B-9628-G	Perciformes	Blenniidae	Medusablennius	chani	Medusablennius_chani	1
B-9710-G	Perciformes	Acanthuridae	Acanthurus	mindorensis	Acanthurus_mindorensis	1
IRD-1008-G	Albuliformes	Albulidae	Albula	esuncula	Albula_esuncula	1
IRD-1566-G	Perciformes	Blenniidae	Aspidontus	maroubrae	Aspidontus_maroubrae	1
IRD-1843-G	Scorpaeniformes	Tetrarogidae	Cottapistus	praepositus	Cottapistus_praepositus	0
IRD-2049-G	Perciformes	Pomacentridae	Chromis	fourmanoiri	Chromis_fourmanoiri	1
IRD-2344-G	Perciformes	Gerreidae	Gerres	abbreviatus	Gerres_abbreviatus	0
IRD-2890-G	Perciformes	Tripterygiidae	Enneapterygius	semilarvatus	Enneapterygius_semilarvatus	1
IRD-2915-G	Perciformes	Blenniidae	Ecsenius	gascoynei	Ecsenius_gascoynei	1
IRD-3046-G	Perciformes	Gobiidae	Trimma	brachylepis	Trimma_brachylepis	1
IRD-3158-G	Scorpaeniformes	Scorpaenidae	Dendrochirus	sausaulele	Dendrochirus_sausaulele	1
IRD-3812-G	Scorpaeniformes	Scorpaenidae	Sebastapistes	laotale	Sebastapistes_laotale	1
IRD-4268-G	Anguilliformes	Ophichthidae	Muraenichthys	malaita	Muraenichthys_malaita	1
IRD-432a-G	Perciformes	Gobiidae	Eviota	aurolineata	Eviota_aurolineata	1
IRD-432b-G	Perciformes	Gobiidae	Eviota	dispilus	Eviota_dispilus	1
IRD-432c-G	Perciformes	Gobiidae	Eviota	gymnocephala	Eviota_gymnocephala	1
IRD-432d-G	Perciformes	Gobiidae	Eviota	nanus	Eviota_nanus	1
IRD-4568-G	Perciformes	Gobiidae	Cristatogobius	nonatae	Cristatogobius_nonatae	1
IRD-508-G	Tetraodontiformes	Monacanthidae	Cantherhines	nukuhiva	Cantherhines_nukuhiva	1
IRD-5139-G	Perciformes	Cirrhitidae	Amblycirrhitus	Itycirrhitus	Amblycirrhitus_Itycirrhitus	1
IRD-5648a-G	Anguilliformes	Moringuidae	Moringua	linearis	Moringua_linearis	1
IRD-5648b-G	Anguilliformes	Moringuidae	Moringua	semperviridens	Moringua_semperviridens	1
IRD-6272-G	Perciformes	Opistognathidae	Opistognathus	xenephelis	Opistognathus_xenephelis	1
IRD-6815-G	Perciformes	Gobiidae	Amblyeleotris	exilis	Amblyeleotris_exilis	1
IRD-748-G	Perciformes	Gobiidae	Amblygobius	myersi	Amblygobius_myersi	1
IRD-8387-G	Perciformes	Tripterygiidae	Helcogramma	safra	Helcogramma_safra	1
IRD-8651-G	Perciformes	Blenniidae	Praealticus	brunneus	Praealticus_brunneus	1
IRD-9710-G	Perciformes	Acanthuridae	Acanthurus	nigros	Acanthurus_nigros	1
IRD-9728-G	Perciformes	Clinidae	Springeratus	fourmanoiri	Springeratus_fourmanoiri	1
M-1007a-G	Perciformes	Blenniidae	Alticus	andersoni	Alticus_andersoni	1
M-1007c-G	Perciformes	Blenniidae	Alticus	orientalis	Alticus_orientalis	1
M-10253-G	Perciformes	Labridae	Cirrhilabrus	bruguieri	Cirrhilabrus_bruguieri	1
M-1123-G	Perciformes	Gobiidae	Gobiodon	macrochir	Gobiodon_macrochir	1
M-1159-G	Tetraodontiformes	Tetraodontidae	Canthigaster	cyanospilota	Canthigaster_cyanospilota	1
M-1228a-G	Perciformes	Gobiidae	Ctenogobius	brevirostris	Ctenogobius_brevirostris	1
M-1228b-G	Perciformes	Gobiidae	Ctenogobius	calamianensis	Ctenogobius_calamianensis	1
M-1228c-G	Perciformes	Gobiidae	Ctenogobius	grammatogaster	Ctenogobius_grammatogaster	1
M-1228d-G	Perciformes	Gobiidae	Ctenogobius	notophthalmus	Ctenogobius_notophthalmus	1
M-1320-G	Tetraodontiformes	Tetraodontidae	Chelonodon	dapsilis	Chelonodon_dapsilis	1
M-1450a-G	Perciformes	Pomacentridae	Chrysiptera	arnazae	Chrysiptera_arnazae	1
M-1450b-G	Perciformes	Pomacentridae	Chrysiptera	flavifrons	Chrysiptera_flavifrons	1
M-1450-G	Perciformes	Pomacentridae	Chrysiptera	nahackyi	Chrysiptera_nahackyi	1
M-1522-G	Perciformes	Labridae	Cheilinus	quinquecinctus	Cheilinus_quinquecinctus	1
