Order	Family	Genus	Species	Latin_name	Reef_associated
4370	Tetraodontiformes	Monacanthidae	Pervagor	melanocephalus	Pervagor_melanocephalus	1
4371	Tetraodontiformes	Monacanthidae	Pervagor	nigrolineatus	Pervagor_nigrolineatus	1
4372	Tetraodontiformes	Monacanthidae	Pervagor	randalli	Pervagor_randalli	1
4373	Tetraodontiformes	Monacanthidae	Pervagor	spilosoma	Pervagor_spilosoma	1
4374	Perciformes	Ptereleotridae	Ptereleotris	arabica	Ptereleotris_arabica	1
4375	Perciformes	Ptereleotridae	Ptereleotris	evides	Ptereleotris_evides	1
4376	Perciformes	Ptereleotridae	Ptereleotris	grammica	Ptereleotris_grammica	1
4377	Perciformes	Ptereleotridae	Ptereleotris	hanae	Ptereleotris_hanae	1
4378	Perciformes	Ptereleotridae	Ptereleotris	heteroptera	Ptereleotris_heteroptera	1
4379	Perciformes	Ptereleotridae	Ptereleotris	lineopinnis	Ptereleotris_lineopinnis	1
438	Perciformes	Sparidae	Dentex	macrophthalmus	Dentex_macrophthalmus	1
4380	Perciformes	Ptereleotridae	Ptereleotris	melanopogon	Ptereleotris_melanopogon	1
4381	Perciformes	Ptereleotridae	Ptereleotris	microlepis	Ptereleotris_microlepis	1
4382	Perciformes	Ptereleotridae	Ptereleotris	monoptera	Ptereleotris_monoptera	1
4383	Perciformes	Ptereleotridae	Ptereleotris	uroditaenia	Ptereleotris_uroditaenia	1
4384	Perciformes	Ptereleotridae	Ptereleotris	zebra	Ptereleotris_zebra	1
4385	Perciformes	Blenniidae	Cirripectes	alboapicalis	Cirripectes_alboapicalis	1
4386	Perciformes	Blenniidae	Cirripectes	auritus	Cirripectes_auritus	1
4387	Perciformes	Blenniidae	Cirripectes	castaneus	Cirripectes_castaneus	1
4388	Perciformes	Blenniidae	Cirripectes	chelomatus	Cirripectes_chelomatus	1
4389	Perciformes	Blenniidae	Cirripectes	filamentosus	Cirripectes_filamentosus	1
439	Perciformes	Sparidae	Dentex	dentex	Dentex_dentex	1
4390	Perciformes	Blenniidae	Cirripectes	fuscoguttatus	Cirripectes_fuscoguttatus	1
4391	Perciformes	Blenniidae	Cirripectes	gilberti	Cirripectes_gilberti	1
4392	Perciformes	Blenniidae	Cirripectes	hutchinsi	Cirripectes_hutchinsi	1
4393	Perciformes	Blenniidae	Cirripectes	imitator	Cirripectes_imitator	1
4394	Perciformes	Blenniidae	Cirripectes	jenningsi	Cirripectes_jenningsi	1
4395	Perciformes	Blenniidae	Cirripectes	kuwamurai	Cirripectes_kuwamurai	1
4396	Perciformes	Blenniidae	Cirripectes	obscurus	Cirripectes_obscurus	1
4397	Perciformes	Blenniidae	Cirripectes	perustus	Cirripectes_perustus	1
4398	Perciformes	Blenniidae	Cirripectes	polyzona	Cirripectes_polyzona	1
4399	Perciformes	Blenniidae	Cirripectes	quagga	Cirripectes_quagga	1
44	Scorpaeniformes	Triglidae	Aspitrigla	cuculus	Aspitrigla_cuculus	1
440	Perciformes	Sparidae	Dentex	angolensis	Dentex_angolensis	1
4400	Perciformes	Blenniidae	Cirripectes	randalli	Cirripectes_randalli	1
4401	Perciformes	Blenniidae	Cirripectes	springeri	Cirripectes_springeri	1
4402	Perciformes	Blenniidae	Cirripectes	stigmaticus	Cirripectes_stigmaticus	1
4403	Perciformes	Blenniidae	Cirripectes	vanderbilti	Cirripectes_vanderbilti	1
4404	Perciformes	Blenniidae	Cirripectes	variolosus	Cirripectes_variolosus	1
4405	Perciformes	Blenniidae	Cirripectes	viriosus	Cirripectes_viriosus	1
4406	Perciformes	Labridae	Suezichthys	aylingi	Suezichthys_aylingi	1
4407	Perciformes	Labridae	Suezichthys	gracilis	Suezichthys_gracilis	1
4408	Perciformes	Labridae	Suezichthys	soelae	Suezichthys_soelae	1
4409	Perciformes	Labridae	Suezichthys	caudavittatus	Suezichthys_caudavittatus	1
441	Perciformes	Sparidae	Archosargus	probatocephalus	Archosargus_probatocephalus	1
4411	Perciformes	Labridae	Suezichthys	cyanolaemus	Suezichthys_cyanolaemus	1
4412	Perciformes	Labridae	Suezichthys	arquatus	Suezichthys_arquatus	1
4414	Perciformes	Pseudochromidae	Blennodesmus	scapularis	Blennodesmus_scapularis	1
4415	Perciformes	Pseudochromidae	Congrogadus	amplimaculatus	Congrogadus_amplimaculatus	1
4416	Perciformes	Pseudochromidae	Congrogadus	malayanus	Congrogadus_malayanus	1
4417	Perciformes	Pseudochromidae	Congrogadus	spinifer	Congrogadus_spinifer	1
4418	Perciformes	Pseudochromidae	Congrogadus	hierichthys	Congrogadus_hierichthys	1
4419	Perciformes	Pseudochromidae	Congrogadus	subducens	Congrogadus_subducens	1
442	Perciformes	Sparidae	Argyrops	spinifer	Argyrops_spinifer	1
4420	Perciformes	Pseudochromidae	Halidesmus	polytretus	Halidesmus_polytretus	1
4421	Perciformes	Pseudochromidae	Halidesmus	scapularis	Halidesmus_scapularis	1
4422	Perciformes	Pseudochromidae	Halidesmus	thomaseni	Halidesmus_thomaseni	1
4423	Perciformes	Pseudochromidae	Halimuraena	hexagonata	Halimuraena_hexagonata	1
4424	Perciformes	Pseudochromidae	Halimuraena	lepopareia	Halimuraena_lepopareia	1
4425	Perciformes	Pseudochromidae	Halimuraena	shakai	Halimuraena_shakai	1
4426	Perciformes	Pseudochromidae	Halimuraenoides	isostigma	Halimuraenoides_isostigma	1
4427	Perciformes	Pseudochromidae	Haliophis	aethiopus	Haliophis_aethiopus	1
4428	Perciformes	Pseudochromidae	Haliophis	guttatus	Haliophis_guttatus	1
4429	Perciformes	Pseudochromidae	Natalichthys	leptus	Natalichthys_leptus	1
443	Perciformes	Sparidae	Argyrozona	argyrozona	Argyrozona_argyrozona	1
4430	Perciformes	Pseudochromidae	Natalichthys	ori	Natalichthys_ori	1
4431	Perciformes	Pseudochromidae	Natalichthys	sam	Natalichthys_sam	1
4433	Perciformes	Pholidichthyidae	Pholidichthys	leucotaenia	Pholidichthys_leucotaenia	0
444	Perciformes	Sparidae	Cheimerius	nufar	Cheimerius_nufar	1
4441	Perciformes	Carangidae	Carangoides	chrysophrys	Carangoides_chrysophrys	1
4443	Perciformes	Carangidae	Carangoides	malabaricus	Carangoides_malabaricus	1
4444	Perciformes	Mullidae	Upeneus	moluccensis	Upeneus_moluccensis	1
4447	Perciformes	Haemulidae	Pomadasys	maculatus	Pomadasys_maculatus	1
445	Perciformes	Sparidae	Pagrus	major	Pagrus_major	1
4451	Perciformes	Leiognathidae	Leiognathus	equulus	Leiognathus_equulus	0
4456	Perciformes	Siganidae	Siganus	canaliculatus	Siganus_canaliculatus	1
4457	Perciformes	Siganidae	Siganus	spinus	Siganus_spinus	1
4458	Perciformes	Terapontidae	Terapon	jarbua	Terapon_jarbua	1
6460	Perciformes	Serranidae	Epinephelus	bontoides	Epinephelus_bontoides	1
7335	Perciformes	Serranidae	Epinephelus	bruneus	Epinephelus_bruneus	1
4463	Perciformes	Gerreidae	Gerres	filamentosus	Gerres_filamentosus	0
4464	Perciformes	Carangidae	Gnathanodon	speciosus	Gnathanodon_speciosus	1
4465	Perciformes	Haemulidae	Diagramma	pictum	Diagramma_pictum	1
4466	Tetraodontiformes	Balistidae	Pseudobalistes	fuscus	Pseudobalistes_fuscus	1
4470	Perciformes	Polynemidae	Polydactylus	sextarius	Polydactylus_sextarius	0
448	Perciformes	Sparidae	Pterogymnus	laniarius	Pterogymnus_laniarius	1
4485	Scorpaeniformes	Dactylopteridae	Dactyloptena	orientalis	Dactyloptena_orientalis	1
4493	Perciformes	Sphyraenidae	Sphyraena	obtusata	Sphyraena_obtusata	1
452	Perciformes	Sparidae	Stenotomus	chrysops	Stenotomus_chrysops	1
453	Perciformes	Mullidae	Pseudupeneus	prayensis	Pseudupeneus_prayensis	1
4534	Aulopiformes	Synodontidae	Saurida	gracilis	Saurida_gracilis	1
4536	Perciformes	Sparidae	Dentex	gibbosus	Dentex_gibbosus	1
4538	Perciformes	Sparidae	Dentex	maroccanus	Dentex_maroccanus	1
4539	Perciformes	Sparidae	Dentex	canariensis	Dentex_canariensis	1
454	Perciformes	Drepaneidae	Drepane	punctata	Drepane_punctata	0
4540	Perciformes	Sparidae	Pagrus	caeruleostictus	Pagrus_caeruleostictus	1
4541	Perciformes	Sparidae	Argyrops	filamentosus	Argyrops_filamentosus	1
4542	Perciformes	Sparidae	Polysteganus	undulosus	Polysteganus_undulosus	1
4543	Perciformes	Sparidae	Acanthopagrus	bifasciatus	Acanthopagrus_bifasciatus	1
4544	Perciformes	Sillaginidae	Sillago	sihama	Sillago_sihama	1
4545	Perciformes	Siganidae	Siganus	rivulatus	Siganus_rivulatus	1
4547	Perciformes	Sciaenidae	Umbrina	ronchus	Umbrina_ronchus	1
4551	Perciformes	Pomacentridae	Amphiprion	chrysopterus	Amphiprion_chrysopterus	1
456	Perciformes	Gobiidae	Lebetus	scorpioides	Lebetus_scorpioides	1
4561	Perciformes	Siganidae	Siganus	vermiculatus	Siganus_vermiculatus	1
4578	Perciformes	Labridae	Symphodus	mediterraneus	Symphodus_mediterraneus	1
4579	Perciformes	Gobiidae	Gobius	cobitis	Gobius_cobitis	1
4581	Perciformes	Labridae	Xyrichtys	novacula	Xyrichtys_novacula	1
4584	Perciformes	Haemulidae	Parapristipoma	trilineatum	Parapristipoma_trilineatum	1
4588	Perciformes	Siganidae	Siganus	guttatus	Siganus_guttatus	1
4589	Perciformes	Lateolabracidae	Lateolabrax	japonicus	Lateolabrax_japonicus	0
459	Perciformes	Gobiidae	Lebetus	guilleti	Lebetus_guilleti	1
4590	Scorpaeniformes	Tetrarogidae	Paracentropogon	rubripinnis	Paracentropogon_rubripinnis	0
4593	Perciformes	Malacanthidae	Branchiostegus	japonicus	Branchiostegus_japonicus	1
4594	Perciformes	Malacanthidae	Branchiostegus	argentatus	Branchiostegus_argentatus	1
4595	Perciformes	Malacanthidae	Branchiostegus	auratus	Branchiostegus_auratus	1
4597	Scorpaeniformes	Sebastidae	Sebastiscus	marmoratus	Sebastiscus_marmoratus	0
4599	Perciformes	Acropomatidae	Doederleinia	berycoides	Doederleinia_berycoides	0
4600	Perciformes	Apogonidae	Apogon	cyanosoma	Apogon_cyanosoma	1
4606	Gasterosteiformes	Pegasidae	Eurypegasus	draconis	Eurypegasus_draconis	0
46077	Anguilliformes	Congridae	Heteroconger	klausewitzi	Heteroconger_klausewitzi	1
46086	Ophidiiformes	Ophidiidae	Brotula	ordwayi	Brotula_ordwayi	1
46087	Ophidiiformes	Carapidae	Carapus	dubius	Carapus_dubius	1
46088	Ophidiiformes	Bythitidae	Ogilbia	deroyi	Ogilbia_deroyi	1
46091	Ophidiiformes	Bythitidae	Ogilbia	galapagosensis	Ogilbia_galapagosensis	1
46103	Syngnathiformes	Syngnathidae	Acentronura	australe	Acentronura_australe	1
46107	Syngnathiformes	Syngnathidae	Bryx	veleronis	Bryx_veleronis	1
46108	Syngnathiformes	Syngnathidae	Bulbonaricus	brucei	Bulbonaricus_brucei	1
4611	Perciformes	Siganidae	Siganus	corallinus	Siganus_corallinus	1
46111	Syngnathiformes	Syngnathidae	Campichthys	nanus	Campichthys_nanus	1
46112	Syngnathiformes	Syngnathidae	Campichthys	tryoni	Campichthys_tryoni	1
46114	Syngnathiformes	Syngnathidae	Choeroichthys	latispinosus	Choeroichthys_latispinosus	1
46115	Syngnathiformes	Syngnathidae	Cosmocampus	howensis	Cosmocampus_howensis	1
46117	Syngnathiformes	Syngnathidae	Cosmocampus	investigatoris	Cosmocampus_investigatoris	1
4612	Perciformes	Siganidae	Siganus	trispilos	Siganus_trispilos	1
46121	Syngnathiformes	Syngnathidae	Dunckerocampus	chapmani	Doryrhamphus_chapmani	1
46122	Syngnathiformes	Syngnathidae	Idiotropiscis	larsonae	Idiotropiscis_larsonae	1
46123	Syngnathiformes	Syngnathidae	Campichthys	tricarinatus	Campichthys_tricarinatus	1
46124	Syngnathiformes	Syngnathidae	Choeroichthys	suillus	Choeroichthys_suillus	1
46128	Syngnathiformes	Syngnathidae	Festucalex	cinctus	Festucalex_cinctus	1
46129	Syngnathiformes	Syngnathidae	Festucalex	scalaris	Festucalex_scalaris	1
4613	Perciformes	Siganidae	Siganus	luridus	Siganus_luridus	1
46130	Syngnathiformes	Syngnathidae	Festucalex	wassi	Festucalex_wassi	1
46131	Syngnathiformes	Syngnathidae	Filicampus	tigris	Filicampus_tigris	1
46134	Syngnathiformes	Syngnathidae	Halicampus	edmondsoni	Halicampus_edmondsoni	1
46135	Syngnathiformes	Syngnathidae	Halicampus	marquesensis	Halicampus_marquesensis	1
46136	Syngnathiformes	Syngnathidae	Halicampus	spinirostris	Halicampus_spinirostris	1
4614	Perciformes	Siganidae	Siganus	argenteus	Siganus_argenteus	1
4615	Perciformes	Siganidae	Siganus	sutor	Siganus_sutor	1
4616	Perciformes	Siganidae	Siganus	fuscescens	Siganus_fuscescens	1
46165	Syngnathiformes	Syngnathidae	Lissocampus	bannwarthi	Lissocampus_bannwarthi	1
46166	Syngnathiformes	Syngnathidae	Lissocampus	caudalis	Lissocampus_caudalis	1
4617	Perciformes	Siganidae	Siganus	puellus	Siganus_puellus	1
4618	Perciformes	Siganidae	Siganus	javus	Siganus_javus	1
4619	Perciformes	Siganidae	Siganus	puelloides	Siganus_puelloides	1
46194	Syngnathiformes	Syngnathidae	Nannocampus	subosseus	Nannocampus_subosseus	1
46197	Syngnathiformes	Syngnathidae	Nannocampus	weberi	Nannocampus_weberi	1
4620	Perciformes	Siganidae	Siganus	punctatissimus	Siganus_punctatissimus	1
46200	Syngnathiformes	Syngnathidae	Penetopteryx	taeniocephalus	Penetopteryx_taeniocephalus	1
4621	Perciformes	Siganidae	Siganus	punctatus	Siganus_punctatus	1
46213	Syngnathiformes	Syngnathidae	Vanacampus	margaritifer	Vanacampus_margaritifer	1
4622	Perciformes	Siganidae	Siganus	stellatus	Siganus_stellatus	1
4623	Perciformes	Siganidae	Siganus	doliatus	Siganus_doliatus	1
4624	Perciformes	Siganidae	Siganus	virgatus	Siganus_virgatus	1
4625	Perciformes	Siganidae	Siganus	lineatus	Siganus_lineatus	1
4626	Perciformes	Siganidae	Siganus	randalli	Siganus_randalli	1
4627	Perciformes	Siganidae	Siganus	labyrinthodes	Siganus_labyrinthodes	1
4628	Perciformes	Siganidae	Siganus	magnificus	Siganus_magnificus	1
4629	Perciformes	Siganidae	Siganus	vulpinus	Siganus_vulpinus	1
4630	Perciformes	Siganidae	Siganus	unimaculatus	Siganus_unimaculatus	1
4631	Perciformes	Siganidae	Siganus	uspi	Siganus_uspi	1
46314	Perciformes	Gobiidae	Gobiopsis	atrata	Gobiopsis_atrata	1
4632	Perciformes	Siganidae	Siganus	niger	Siganus_niger	1
46324	Syngnathiformes	Syngnathidae	Hippocampus	abdominalis	Hippocampus_abdominalis	1
46366	Scorpaeniformes	Tetrarogidae	Snyderina	guentheri	Snyderina_guentheri	0
46367	Scorpaeniformes	Synanceiidae	Minous	dempsterae	Minous_dempsterae	1
46368	Scorpaeniformes	Synanceiidae	Minous	inermis	Minous_inermis	1
46372	Perciformes	Cirrhitidae	Cirrhitichthys	calliurus	Cirrhitichthys_calliurus	1
46373	Perciformes	Labridae	Halichoeres	stigmaticus	Halichoeres_stigmaticus	1
46374	Perciformes	Mullidae	Parupeneus	margaritatus	Parupeneus_margaritatus	1
46379	Perciformes	Haemulidae	Pomadasys	punctulatus	Pomadasys_punctulatus	1
46389	Perciformes	Gobiidae	Callogobius	bifasciatus	Callogobius_bifasciatus	1
46395	Perciformes	Gobiidae	Coryogalops	bulejiensis	Coryogalops_bulejiensis	1
46396	Perciformes	Gobiidae	Coryogalops	monospilus	Coryogalops_monospilus	1
46398	Perciformes	Gobiidae	Eviota	pardalota	Eviota_pardalota	1
46399	Perciformes	Gobiidae	Gobiodon	reticulatus	Gobiodon_reticulatus	1
46402	Perciformes	Gobiidae	Hetereleotris	vulgaris	Hetereleotris_vulgaris	1
46404	Perciformes	Gobiidae	Lobulogobius	omanensis	Lobulogobius_omanensis	1
46405	Perciformes	Gobiidae	Gobiopsis	canalis	Gobiopsis_canalis	1
46409	Perciformes	Gobiidae	Priolepis	randalli	Priolepis_randalli	1
46411	Perciformes	Blenniidae	Alticus	kirkii	Alticus_kirkii	1
46412	Perciformes	Blenniidae	Antennablennius	adenensis	Antennablennius_adenensis	1
46413	Perciformes	Blenniidae	Antennablennius	hypenetes	Antennablennius_hypenetes	1
46414	Perciformes	Blenniidae	Antennablennius	simonyi	Antennablennius_simonyi	1
46415	Perciformes	Blenniidae	Antennablennius	variopunctatus	Antennablennius_variopunctatus	1
46416	Perciformes	Blenniidae	Mimoblennius	cirrosus	Mimoblennius_cirrosus	1
46417	Perciformes	Blenniidae	Oman	ypsilon	Oman_ypsilon	1
46418	Perciformes	Blenniidae	Omobranchus	mekranensis	Omobranchus_mekranensis	1
46419	Perciformes	Blenniidae	Parablennius	opercularis	Parablennius_opercularis	1
46422	Perciformes	Blenniidae	Parablennius	thysanius	Parablennius_thysanius	1
46423	Perciformes	Blenniidae	Petroscirtes	ancylodon	Petroscirtes_ancylodon	1
46429	Perciformes	Pinguipedidae	Parapercis	maculata	Parapercis_maculata	1
46431	Perciformes	Gobiidae	Bathygobius	meggitti	Bathygobius_meggitti	1
46433	Tetraodontiformes	Balistidae	Canthidermis	macrolepis	Canthidermis_macrolepis	1
46437	Perciformes	Serranidae	Pseudanthias	townsendi	Pseudanthias_townsendi	1
46445	Perciformes	Apogonidae	Apogon	holotaenia	Apogon_holotaenia	1
46448	Perciformes	Serranidae	Sacura	boulengeri	Sacura_boulengeri	1
46462	Perciformes	Labridae	Coris	nigrotaenia	Coris_nigrotaenia	1
46463	Perciformes	Sparidae	Boops	lineatus	Boops_lineatus	1
46467	Ophidiiformes	Bythitidae	Ogilbia	ventralis	Ogilbia_ventralis	1
46469	Gobiesociformes	Gobiesocidae	Arcos	decoris	Arcos_decoris	1
46470	Gobiesociformes	Gobiesocidae	Arcos	erythrops	Arcos_erythrops	1
46471	Gobiesociformes	Gobiesocidae	Arcos	rhodospilus	Arcos_rhodospilus	1
46473	Gobiesociformes	Gobiesocidae	Gobiesox	adustus	Gobiesox_adustus	1
46474	Perciformes	Labridae	Bodianus	prognathus	Bodianus_prognathus	1
46475	Gobiesociformes	Gobiesocidae	Gobiesox	woodsi	Gobiesox_woodsi	1
46478	Gobiesociformes	Gobiesocidae	Tomicodon	bidens	Tomicodon_bidens	1
46481	Gobiesociformes	Gobiesocidae	Tomicodon	petersii	Tomicodon_petersii	1
46484	Perciformes	Pseudochromidae	Pseudochromis	andamanensis	Pseudochromis_andamanensis	1
46486	Perciformes	Pseudochromidae	Pseudochromis	elongatus	Pseudochromis_elongatus	1
46488	Perciformes	Apogonidae	Rhabdamia	nigrimentum	Rhabdamia_nigrimentum	1
46491	Perciformes	Labridae	Bodianus	sanguineus	Bodianus_sanguineus	1
46499	Perciformes	Trichonotidae	Trichonotus	halstead	Trichonotus_halstead	1
4651	Perciformes	Priacanthidae	Priacanthus	tayenus	Priacanthus_tayenus	1
46510	Perciformes	Serranidae	Pseudanthias	olivaceus	Pseudanthias_olivaceus	1
46511	Perciformes	Serranidae	Pseudanthias	aurulentus	Pseudanthias_aurulentus	1
46517	Perciformes	Labridae	Cirrhilabrus	flavidorsalis	Cirrhilabrus_flavidorsalis	1
46518	Perciformes	Apogonidae	Apogon	flavus	Apogon_flavus	1
46519	Perciformes	Apogonidae	Apogon	capricornis	Apogon_capricornis	1
46525	Perciformes	Pinguipedidae	Parapercis	colemani	Parapercis_colemani	1
46531	Perciformes	Gobiidae	Amblyeleotris	yanoi	Amblyeleotris_yanoi	1
46533	Perciformes	Gobiidae	Amblyeleotris	masuii	Amblyeleotris_masuii	1
46535	Perciformes	Gobiidae	Psilogobius	mainlandi	Psilogobius_mainlandi	1
46537	Perciformes	Serranidae	Serranus	socorroensis	Serranus_socorroensis	1
46538	Perciformes	Serranidae	Pseudogramma	thaumasia	Pseudogramma_thaumasia	1
46539	Perciformes	Tripterygiidae	Enneanectes	carminalis	Enneanectes_carminalis	1
4654	Perciformes	Pomacentridae	Amphiprion	melanopus	Amphiprion_melanopus	1
46543	Perciformes	Tripterygiidae	Axoclinus	cocoensis	Axoclinus_cocoensis	1
46547	Perciformes	Tripterygiidae	Axoclinus	lucillae	Axoclinus_lucillae	1
46548	Perciformes	Tripterygiidae	Axoclinus	multicinctus	Axoclinus_multicinctus	1
4655	Perciformes	Pomacentridae	Amphiprion	tricinctus	Amphiprion_tricinctus	1
46550	Perciformes	Tripterygiidae	Axoclinus	nigricaudus	Axoclinus_nigricaudus	1
46553	Perciformes	Opistognathidae	Opistognathus	scops	Opistognathus_scops	1
46557	Perciformes	Opistognathidae	Opistognathus	panamaensis	Opistognathus_panamaensis	1
46572	Perciformes	Opistognathidae	Opistognathus	rhomaleus	Opistognathus_rhomaleus	1
46573	Perciformes	Blenniidae	Meiacanthus	abditus	Meiacanthus_abditus	1
46576	Perciformes	Opistognathidae	Opistognathus	galapagensis	Opistognathus_galapagensis	1
46578	Perciformes	Opistognathidae	Opistognathus	rosenblatti	Opistognathus_rosenblatti	1
46579	Perciformes	Labridae	Xyrichtys	victori	Xyrichtys_victori	1
46582	Perciformes	Labridae	Halichoeres	discolor	Halichoeres_discolor	1
4659	Tetraodontiformes	Diodontidae	Diodon	holocanthus	Diodon_holocanthus	1
46598	Perciformes	Apogonidae	Apogon	retrosella	Apogon_retrosella	1
46600	Perciformes	Apogonidae	Apogon	atricaudus	Apogon_atricaudus	1
46602	Perciformes	Tripterygiidae	Axoclinus	rubinoffi	Axoclinus_rubinoffi	1
46606	Perciformes	Tripterygiidae	Crocodilichthys	gracilis	Crocodilichthys_gracilis	1
46611	Perciformes	Tripterygiidae	Enneanectes	reticulatus	Enneanectes_reticulatus	1
46613	Perciformes	Blenniidae	Meiacanthus	limbatus	Meiacanthus_limbatus	1
46616	Perciformes	Tripterygiidae	Lepidonectes	bimaculata	Lepidonectes_bimaculata	1
46617	Perciformes	Tripterygiidae	Lepidonectes	clarkhubbsi	Lepidonectes_clarkhubbsi	1
46621	Perciformes	Blenniidae	Meiacanthus	naevius	Meiacanthus_naevius	1
46622	Perciformes	Dactyloscopidae	Dactyloscopus	pectoralis	Dactyloscopus_pectoralis	1
46625	Perciformes	Blenniidae	Meiacanthus	crinitus	Meiacanthus_crinitus	1
46628	Perciformes	Blenniidae	Meiacanthus	geminatus	Meiacanthus_geminatus	1
46629	Perciformes	Dactyloscopidae	Gillellus	chathamensis	Gillellus_chathamensis	1
46632	Perciformes	Blenniidae	Meiacanthus	vicinus	Meiacanthus_vicinus	1
46656	Perciformes	Dactyloscopidae	Platygillellus	altivelis	Platygillellus_altivelis	1
46657	Perciformes	Dactyloscopidae	Platygillellus	bussingi	Platygillellus_bussingi	1
46659	Perciformes	Labrisomidae	Exerpes	asper	Exerpes_asper	1
46661	Perciformes	Labrisomidae	Labrisomus	jenkinsi	Labrisomus_jenkinsi	1
46663	Perciformes	Labrisomidae	Labrisomus	striatus	Labrisomus_striatus	1
46665	Perciformes	Labrisomidae	Malacoctenus	ebisui	Malacoctenus_ebisui	1
46670	Perciformes	Labrisomidae	Malacoctenus	gigas	Malacoctenus_gigas	1
46679	Perciformes	Labrisomidae	Malacoctenus	zonifer	Malacoctenus_zonifer	1
46683	Perciformes	Labrisomidae	Dialommus	macrocephalus	Dialommus_macrocephalus	1
46684	Perciformes	Blenniidae	Meiacanthus	oualanensis	Meiacanthus_oualanensis	1
46686	Perciformes	Labrisomidae	Paraclinus	monophthalmus	Paraclinus_monophthalmus	1
46688	Perciformes	Blenniidae	Meiacanthus	tongaensis	Meiacanthus_tongaensis	1
46689	Perciformes	Labrisomidae	Paraclinus	sini	Paraclinus_sini	1
46691	Perciformes	Labrisomidae	Paraclinus	tanygnathus	Paraclinus_tanygnathus	1
46693	Perciformes	Labrisomidae	Starksia	fulva	Starksia_fulva	1
46695	Perciformes	Labrisomidae	Starksia	galapagensis	Starksia_galapagensis	1
46696	Perciformes	Blenniidae	Meiacanthus	procne	Meiacanthus_procne	1
46697	Perciformes	Labrisomidae	Starksia	posthon	Starksia_posthon	1
46699	Perciformes	Labrisomidae	Starksia	spinipenis	Starksia_spinipenis	1
46702	Perciformes	Labrisomidae	Xenomedea	rhodopyga	Xenomedea_rhodopyga	1
46703	Perciformes	Chaenopsidae	Acanthemblemaria	balanorum	Acanthemblemaria_balanorum	1
46704	Perciformes	Chaenopsidae	Acanthemblemaria	crockeri	Acanthemblemaria_crockeri	1
46709	Perciformes	Chaenopsidae	Acanthemblemaria	exilispinus	Acanthemblemaria_exilispinus	1
46714	Perciformes	Chaenopsidae	Acanthemblemaria	hancocki	Acanthemblemaria_hancocki	1
46717	Perciformes	Chaenopsidae	Acanthemblemaria	macrospilus	Acanthemblemaria_macrospilus	1
46723	Perciformes	Blenniidae	Meiacanthus	reticulatus	Meiacanthus_reticulatus	1
46725	Perciformes	Chaenopsidae	Acanthemblemaria	stephensi	Acanthemblemaria_stephensi	1
46727	Perciformes	Chaenopsidae	Chaenopsis	deltarrhis	Chaenopsis_deltarrhis	1
46728	Perciformes	Chaenopsidae	Coralliozetus	angelicus	Coralliozetus_angelicus	1
46729	Perciformes	Chaenopsidae	Coralliozetus	micropes	Coralliozetus_micropes	1
46733	Perciformes	Chaenopsidae	Coralliozetus	rosenblatti	Coralliozetus_rosenblatti	1
46735	Perciformes	Chaenopsidae	Coralliozetus	springeri	Coralliozetus_springeri	1
46736	Perciformes	Blenniidae	Plagiotremus	spilistius	Plagiotremus_spilistius	1
46739	Perciformes	Labrisomidae	Malacoctenus	margaritae	Malacoctenus_margaritae	1
46741	Perciformes	Labrisomidae	Malacoctenus	hubbsi	Malacoctenus_hubbsi	1
46744	Perciformes	Chaenopsidae	Ekemblemaria	myersi	Ekemblemaria_myersi	1
46774	Perciformes	Chaenopsidae	Emblemaria	hypacanthus	Emblemaria_hypacanthus	1
46776	Perciformes	Chaenopsidae	Emblemaria	nivipes	Emblemaria_nivipes	1
46778	Perciformes	Chaenopsidae	Emblemaria	piratica	Emblemaria_piratica	1
46780	Perciformes	Chaenopsidae	Emblemaria	walkeri	Emblemaria_walkeri	1
46783	Perciformes	Chaenopsidae	Mccoskerichthys	sandae	Mccoskerichthys_sandae	1
46785	Perciformes	Chaenopsidae	Cirriemblemaria	lucasana	Cirriemblemaria_lucasana	1
46787	Perciformes	Tripterygiidae	Enneapterygius	niger	Enneapterygius_niger	1
46788	Perciformes	Chaenopsidae	Stathmonotus	sinuscalifornici	Stathmonotus_sinuscalifornici	1
46789	Perciformes	Chaenopsidae	Tanyemblemaria	alleni	Tanyemblemaria_alleni	1
46791	Perciformes	Blenniidae	Entomacrodus	chiostictus	Entomacrodus_chiostictus	1
46793	Perciformes	Blenniidae	Hypsoblennius	caulopus	Hypsoblennius_caulopus	1
46798	Perciformes	Labridae	Dotalabrus	aurantiacus	Dotalabrus_aurantiacus	1
46799	Perciformes	Blenniidae	Hypsoblennius	striatus	Hypsoblennius_striatus	1
46800	Perciformes	Tripterygiidae	Enneapterygius	atrogulare	Enneapterygius_atrogulare	1
46802	Perciformes	Ammodytidae	Ammodytoides	gilli	Ammodytoides_gilli	0
46803	Perciformes	Gobiidae	Aruma	histrio	Aruma_histrio	1
46806	Perciformes	Blenniidae	Parahypsos	piersoni	Parahypsos_piersoni	1
46807	Perciformes	Blenniidae	Hypsoblennius	paytensis	Hypsoblennius_paytensis	1
46810	Perciformes	Gobiidae	Barbulifer	mexicanus	Barbulifer_mexicanus	1
46813	Perciformes	Microdesmidae	Cerdale	ionthas	Cerdale_ionthas	1
46818	Perciformes	Labridae	Dotalabrus	alleni	Dotalabrus_alleni	1
